"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"16992",-122.28,37.55,17,4199,629,2020,630,6.1228,12.8365462315621
"16993",-122.27,37.56,17,3211,847,1553,812,4.9434,12.5848514883758
"16994",-122.27,37.56,5,4921,1179,1810,1073,5.6936,12.682927749725
"16995",-122.26,37.54,13,1422,295,395,195,5.3247,12.7001589452919
"16997",-122.26,37.54,5,1649,388,779,376,6.9635,12.9415606665796
"16998",-122.27,37.54,5,2140,420,990,394,6.035,12.9917990073832
"17000",-122.27,37.54,15,2126,310,905,306,8.9083,13.1223653774023
"17001",-122.26,37.56,23,7283,1342,3399,1298,5.6683,12.8764628389675
"17002",-122.26,37.57,23,7995,1254,3484,1198,6.5948,12.9091701569433
"17004",-122.29,37.55,27,3789,874,2243,866,4.39,12.5065475397807
"17005",-122.28,37.54,24,5114,1357,3169,1268,3.9699,12.5886102489946
"17006",-122.29,37.54,43,2268,438,1151,449,4.9091,12.5886102489946
"17007",-122.28,37.54,37,991,180,463,177,5.1701,12.5920150871495
"17008",-122.29,37.54,39,1459,285,761,291,5.0081,12.6051842796662
"17011",-122.28,37.53,15,5417,1199,2593,1098,4.8047,12.9899741893586
"17013",-122.27,37.53,43,1145,230,586,254,3.5,12.49650094365
"17014",-122.28,37.53,25,3710,1015,2068,958,3.5445,12.5661916518715
"17016",-122.28,37.52,27,2958,655,1285,577,4.0801,12.893704645402
"17018",-122.28,37.52,38,2197,357,1228,373,5.4719,12.893955996415
"17020",-122.3,37.52,38,2769,387,994,395,5.5902,12.9408415007809
"17022",-122.3,37.52,32,2297,347,871,342,8.1039,12.8536993107883
"17024",-122.32,37.52,26,4042,591,1611,578,8.4693,12.946103411989
"17025",-122.31,37.5,22,14034,3020,6266,2952,4.3939,13.1046066558151
"17026",-122.27,37.52,35,1051,259,517,234,3.7,12.7358181541487
"17030",-122.26,37.51,46,672,149,351,136,5.3264,12.4611023857067
"17031",-122.25,37.51,45,989,174,504,180,4.8382,12.5755650931795
"17032",-122.25,37.5,44,348,79,154,73,4.7708,12.4443018342624
"17036",-122.26,37.5,52,878,186,393,186,3.7045,12.7952472357071
"17038",-122.25,37.49,43,2607,477,1225,461,4.224,12.7645449227635
"17039",-122.25,37.49,40,2709,521,1156,510,4.6366,12.8879060661898
"17043",-122.28,37.5,33,6499,998,2694,957,7.4787,12.9745591826359
"17045",-122.28,37.49,29,4148,635,1638,627,6.912,13.0328762109028
"17051",-122.28,37.47,44,863,114,281,99,6.8879,13.1223653774023
"17052",-122.24,37.47,41,1183,203,455,171,5.1071,12.6574666855267
"17053",-122.25,37.48,37,3507,569,1663,608,5.0863,12.9952115917438
"17056",-122.25,37.47,35,3183,515,1313,487,5.9062,12.8563123250788
"17058",-122.24,37.48,45,4126,696,1722,668,4.8966,12.7996756957537
"17059",-122.24,37.48,40,4459,1027,2080,982,3.5322,12.7991232095518
"17061",-122.24,37.49,30,2956,590,1191,594,3.7463,12.965943458133
"17062",-122.24,37.49,38,4105,950,2561,909,3.8684,12.4897466965844
"17064",-122.23,37.49,11,840,329,1338,345,2.3333,12.3954525666916
"17065",-122.21,37.49,24,2528,947,2437,861,2.2746,12.3238556811866
"17066",-122.22,37.48,47,2570,783,3107,724,2.8058,12.3436583084827
"17067",-122.22,37.48,34,1541,584,1564,558,2.56,12.4292161968444
"17069",-122.24,37.55,3,6164,1175,2198,975,6.7413,12.9851681382265
"17070",-122.25,37.53,16,4428,664,1677,623,7.6864,12.9539447257794
"17071",-122.26,37.53,4,5233,1109,1690,907,6.2007,12.6501172356058
"17075",-122.21,37.48,20,505,216,326,216,2.9286,12.3779229024568
"17076",-122.21,37.48,37,1326,335,1771,335,3.0147,12.2927089521897
"17079",-122.2,37.48,30,1170,258,610,243,3.4427,12.4818086469636
"17081",-122.19,37.48,38,1300,269,608,292,4.5568,12.5668890019695
"17083",-122.2,37.47,44,1927,332,846,362,4.2083,12.5360955584715
"17084",-122.2,37.47,37,1053,266,939,267,3.1989,12.6785731549745
"17085",-122.2,37.47,37,1403,369,1587,331,2.8258,12.3579349948394
"17086",-122.21,37.47,33,1266,415,1991,334,2.92,12.2199755506992
"17087",-122.21,37.47,26,1777,555,1966,497,3.0472,12.2596134124582
"17089",-122.22,37.47,23,7740,1943,4124,1743,3.3268,12.6847882153779
"17090",-122.22,37.47,35,367,113,398,109,2.5,12.0239510687389
"17091",-122.22,37.47,28,5956,1612,3571,1549,3.1864,12.5164942049514
"17092",-122.23,37.48,33,3108,805,1895,717,3.3015,12.4976222295084
"17094",-122.23,37.48,38,1578,399,879,388,2.7969,12.6061901473117
"17096",-122.24,37.47,36,2021,433,1117,432,3.929,12.6218180630459
"17097",-122.23,37.46,33,2643,464,1015,427,4.2232,12.8040846309751
"17099",-122.25,37.46,33,6841,950,2681,980,7.1088,13.0020020207331
"17100",-122.24,37.46,36,4686,781,2254,845,6.1043,12.7469423906445
"17101",-122.26,37.45,17,2742,441,986,421,5.9285,13.1143312057071
"17102",-122.23,37.46,36,6090,1057,3081,1075,5.6629,12.7472334690922
"17103",-122.22,37.46,37,2586,495,1208,502,4.3214,12.7446107078627
"17104",-122.23,37.45,34,4177,723,1586,660,5.0457,12.8868941763995
"17105",-122.23,37.45,29,1617,235,758,246,7.7932,13.0602751850909
"17108",-122.2,37.44,31,2328,270,722,247,15.0001,13.1223653774023
"17110",-122.21,37.46,48,2560,322,921,301,10.8758,13.1223653774023
"17111",-122.21,37.46,40,1777,207,577,207,15.0001,13.1223653774023
"17115",-122.16,37.47,44,2581,437,1006,414,5.397,12.7416884381034
"17118",-122.16,37.48,36,2238,479,1949,457,2.3769,11.9659100890464
"17119",-122.14,37.5,46,30,4,13,5,15.0001,13.1223653774023
"17120",-122.14,37.48,36,1210,236,981,239,4.0039,11.9110302186721
"17121",-122.14,37.47,36,2081,412,1931,373,3.7917,11.9866720804948
"17122",-122.12,37.48,36,880,177,795,188,3.8194,11.9791720453383
"17123",-122.13,37.47,25,1630,353,1546,371,5.0893,12.0633563433286
"17124",-122.13,37.46,37,1576,334,1385,323,2.5294,11.9791720453383
"17125",-122.13,37.46,35,1321,300,1133,287,3.7312,11.9804259639978
"17126",-122.12,37.45,38,1276,314,955,287,2.0096,11.9556863578221
"17127",-122.13,37.46,31,2247,573,1711,511,3.2642,12.1313490993342
"17128",-122.13,37.47,30,1480,294,1126,301,4.983,12.0239510687389
"17130",-122.15,37.47,37,1844,382,1634,417,2.7993,11.8879313655937
"17131",-122.15,37.47,38,1560,301,1331,316,3.0521,11.9283409039316
"17134",-122.15,37.47,39,1295,239,566,242,5.6407,12.6958789020721
"17136",-122.16,37.46,45,2068,348,844,366,6.227,12.9427581281046
"17138",-122.16,37.46,32,2663,661,1403,733,4.2667,12.9244001246204
"17139",-122.17,37.46,47,2312,332,1044,282,9.459,13.1223653774023
"17140",-122.19,37.46,34,5419,1183,2002,1138,4.1985,13.1223653774023
"17141",-122.17,37.45,33,1828,396,766,378,4.4531,13.1223653774023
"17142",-122.17,37.45,35,1025,242,388,232,5.1995,13.1223653774023
"17145",-122.19,37.45,18,1636,414,853,439,5.1032,13.0489320993184
"17147",-122.19,37.44,38,3383,456,1203,465,9.3198,13.1223653774023
"17148",-122.19,37.44,39,4402,618,1616,631,8.9955,13.1223653774023
"17149",-122.2,37.43,38,3626,528,1350,532,7.3681,13.1223653774023
"17153",-122.2,37.43,22,3294,744,1337,655,5.2391,13.1223653774023
"17155",-122.21,37.43,23,5741,1012,1843,888,5.7211,13.1223653774023
"17156",-122.23,37.42,16,1945,320,512,300,7.4542,13.1223653774023
"17159",-122.21,37.42,28,564,72,191,79,11.9666,13.1223653774023
"17160",-122.2,37.4,37,1296,194,540,192,8.2782,13.1223653774023
"17162",-122.21,37.38,28,4518,578,1489,559,11.3176,13.1223653774023
"17163",-122.2,37.35,17,3095,442,1173,424,13.2986,13.1223653774023
"17164",-122.21,37.37,34,1476,217,613,223,8.2883,13.1223653774023
"17166",-122.22,37.36,34,1559,243,600,242,8.7382,13.1223653774023
"17170",-122.24,37.43,36,2410,361,934,377,7.652,13.1223653774023
"17174",-122.29,37.41,30,6373,854,2149,798,10.6868,13.1223653774023
"17179",-122.47,37.51,15,4974,764,2222,774,6.7606,12.8057329829967
"17180",-122.44,37.52,16,7077,1179,3502,1148,5.9919,12.7515895090861
"17181",-122.53,37.5,19,4768,807,2199,805,6.1896,12.7101757235353
"17184",-122.5,37.51,11,749,137,355,124,8.2364,12.8261113542695
"17185",-122.49,37.5,21,1209,309,801,259,4.5625,13.1223633774043
"17187",-122.34,37.46,21,1799,293,576,277,7.439,13.1223653774023
"17188",-122.38,37.34,33,1054,209,400,161,7.7773,13.0309057669155
"17189",-122.33,37.39,52,573,102,232,92,6.2263,13.1223653774023
"17191",-122.27,37.24,30,2762,593,1581,502,5.1002,12.674199514763
"17192",-122.38,37.18,52,1746,315,941,220,3.3047,12.5640966790382
"17193",-119.77,34.44,24,5652,1313,2312,1294,2.4717,12.595747067732
"17194",-119.78,34.45,9,1830,353,1515,220,4.2109,13.0170028617465
"17197",-119.75,34.44,28,1080,298,524,251,1.8432,12.6986324604893
"17198",-119.76,34.44,28,1985,582,1092,548,2.4701,12.5807348444833
"17200",-119.78,34.48,21,2377,322,1007,328,7.9248,13.1223653774023
"17201",-119.75,34.5,26,3563,579,1479,575,5.9522,12.9908870146159
"17203",-119.73,34.44,38,1729,394,801,395,3.1364,12.7868906411162
"17206",-119.72,34.43,30,2491,656,1091,576,2.5139,12.5407575715773
"17208",-119.72,34.43,46,1332,329,746,310,3.6719,12.7866108817075
"17211",-119.71,34.43,18,1170,372,681,346,2.1974,12.4490188241406
"17212",-119.71,34.42,31,1643,499,1253,499,3.1563,12.4950039373824
"17213",-119.71,34.43,47,1572,417,790,384,2.6429,12.5396836498704
"17214",-119.72,34.44,50,3265,509,1256,443,6.3997,13.1223653774023
"17215",-119.71,34.44,52,1837,343,711,355,4.1316,13.0013250490273
"17217",-119.71,34.43,48,2408,536,1005,497,3.5213,13.0359336494059
"17218",-119.7,34.43,39,1486,467,758,409,2.6875,12.6779495191576
"17220",-119.7,34.47,32,3725,569,1304,527,7.7261,13.1223653774023
"17221",-119.72,34.47,34,3262,533,1265,502,5.8411,12.8526521902738
"17223",-119.71,34.44,41,2220,367,927,355,5.3184,12.837344422372
"17224",-119.72,34.44,43,1781,342,663,358,4.7,12.5906545427219
"17226",-119.73,34.44,48,2114,390,973,367,4.8021,12.7688263621565
"17228",-119.74,34.44,27,1251,282,503,283,2.8,12.7742233359154
"17229",-119.74,34.45,29,2526,388,1092,409,6.0597,12.8560513306887
"17230",-119.69,34.44,41,1989,271,666,269,6.8406,13.1223653774023
"17231",-119.69,34.43,44,2440,485,1011,442,4.149,13.0026785344583
"17232",-119.7,34.43,35,1402,369,654,385,2.6205,12.6723192258982
"17234",-119.69,34.43,37,2801,497,1150,476,5.8311,12.867987123659
"17235",-119.68,34.44,23,2600,398,917,374,8.7394,13.1223653774023
"17237",-119.66,34.44,26,2790,413,1014,397,6.5631,13.1223653774023
"17239",-119.67,34.44,32,3202,537,1316,538,5.2888,13.0472087038036
"17240",-119.69,34.43,30,1273,343,1082,325,2.5104,12.3375394082725
"17241",-119.68,34.43,33,1961,462,1693,445,2.9896,12.3715870840077
"17242",-119.68,34.43,49,1785,386,1267,380,3.5208,12.4340047135762
"17244",-119.68,34.42,38,1452,354,1139,340,2.707,12.374971181992
"17245",-119.67,34.43,39,1467,381,1404,374,2.3681,12.3942105876456
"17246",-119.67,34.42,37,1673,444,1477,446,2.0643,12.4159283025174
"17248",-119.7,34.43,52,1364,460,804,400,2.375,12.5906545427219
"17249",-119.7,34.42,52,329,109,291,102,1.4722,12.7656884334656
"17250",-119.7,34.42,41,725,239,582,214,3.1667,12.8007797532769
"17252",-119.69,34.42,52,302,112,392,114,2.5978,12.4618769790839
"17253",-119.71,34.42,52,1838,692,851,576,1.4851,12.3779229024568
"17254",-119.71,34.42,49,1560,436,1041,411,2.925,12.4167386753333
"17255",-119.71,34.42,39,1172,322,606,316,2.16,12.4649693665502
"17259",-119.72,34.42,37,1635,427,1027,408,3.5905,12.4863523882152
"17260",-119.72,34.42,31,1524,383,1257,398,2.6019,12.4292161968444
"17261",-119.72,34.42,49,1610,370,961,351,2.6983,12.4688214514367
"17262",-119.72,34.42,52,1759,387,980,402,4.0125,12.4722756863048
"17263",-119.71,34.42,52,1411,324,1091,306,4.1062,12.4407494326581
"17265",-119.71,34.41,31,1034,319,997,308,2.6538,12.3536302098878
"17266",-119.73,34.35,20,1648,319,905,307,4.375,12.7224826475901
"17269",-119.71,34.4,36,1846,358,748,329,4.2283,12.697103641968
"17270",-119.7,34.4,25,1858,493,865,460,3.0938,12.6523597481586
"17271",-119.72,34.41,35,871,145,354,154,4.3214,12.7419810496636
"17273",-119.71,34.41,18,1225,317,694,306,3.6823,12.4490188241406
"17274",-119.7,34.41,19,1215,360,1349,423,2.6607,12.3305002239052
"17276",-119.69,34.38,39,1383,459,677,362,2.25,12.5471769944779
"17277",-119.69,34.41,44,1208,357,603,297,2.6103,13.1223633774043
"17278",-119.75,34.43,23,2982,837,1317,787,3.3776,12.5539086408017
"17280",-119.75,34.4,31,1997,299,826,301,6.8927,13.1223653774023
"17281",-119.73,34.43,27,1448,404,978,338,2.303,12.4722756863048
"17283",-119.73,34.42,25,2024,312,907,335,5.4127,12.8810558554624
"17286",-119.73,34.41,29,1769,297,703,269,4.4375,12.7656884334656
"17291",-119.64,34.43,34,3045,570,1002,488,5.623,13.1223653774023
"17292",-119.63,34.4,29,3865,814,1266,613,6.0069,13.1223653774023
"17293",-119.64,34.43,32,1872,318,749,296,4.625,13.1223653774023
"17295",-119.63,34.44,37,3188,442,984,376,9.4522,13.1223653774023
"17296",-119.61,34.43,16,2665,391,794,311,9.0267,13.1223653774023
"17297",-119.53,34.41,8,1705,400,886,391,3.9659,12.6028333130082
"17298",-119.52,34.41,20,4489,800,2867,765,4.806,12.5414728791901
"17301",-119.52,34.39,23,1414,365,889,345,2.6397,12.4292161968444
"17302",-119.51,34.39,32,1921,394,951,334,3.233,12.7541940540399
"17304",-119.53,34.38,22,2323,727,1301,478,2.7864,12.6115377536383
"17305",-119.53,34.4,14,1671,383,1079,365,3.1389,12.4240026297915
"17306",-119.51,34.46,28,3506,563,1362,483,6.091,13.1223653774023
"17308",-119.57,34.38,22,2512,426,919,341,5.759,12.9598444479066
"17309",-119.59,34.43,28,2718,542,1066,442,4.2059,13.1223653774023
"17310",-119.59,34.39,35,622,170,278,139,3.6969,12.7218858108072
"17312",-119.49,34.39,17,4617,982,2303,923,3.9224,12.3484398868171
"17314",-120.18,34.75,17,2074,382,1035,359,3.7958,12.8992198260901
"17319",-120.13,34.63,11,2137,339,916,338,5.5221,12.8863878472747
"17323",-120.14,34.59,9,2536,499,832,385,2.5743,12.6436822069649
"17324",-120.14,34.59,24,1601,282,731,285,4.2026,12.4676673832186
"17327",-120.08,34.64,18,2375,429,1048,369,4.2222,12.8346813049525
"17328",-120.08,34.62,11,3478,588,1693,582,4.6554,12.5146596786619
"17329",-120.09,34.62,18,2708,382,988,359,5.5194,12.8131171270367
"17330",-120.11,34.62,16,2943,394,959,359,6.2094,12.9945300058944
"17332",-120.08,34.59,24,1874,319,820,315,5.1909,12.8744147071711
"17336",-120.48,34.9,20,3842,630,2490,662,3.0559,11.6960800080681
"17337",-120.45,34.88,15,2143,286,929,315,5.7306,12.5050655091278
"17338",-120.44,34.88,9,3124,415,1169,407,6.7694,12.5248899469127
"17339",-120.45,34.87,4,1533,221,545,191,7.5696,12.7029007596523
"17340",-120.44,34.87,13,2312,352,1084,388,5.038,12.1756134380455
"17341",-120.45,34.86,23,3415,778,1492,633,2.2791,11.6509467628676
"17343",-120.4,34.85,26,2384,385,1323,400,4.8185,11.9697172002437
"17348",-120.33,34.87,24,2590,404,1093,338,3.9375,12.7402240945997
"17351",-120.43,34.9,30,2388,393,1117,375,4.1058,12.0076217068063
"17352",-120.41,34.88,8,3119,620,1159,544,3.5288,12.0167264737993
"17354",-120.43,34.89,30,1979,342,999,320,5.0286,11.9703503120091
"17355",-120.43,34.89,28,2862,478,1384,463,4.6694,11.9716153343157
"17356",-120.43,34.88,22,2580,381,1149,372,5.0113,11.9741405881829
"17357",-120.42,34.87,18,2505,376,1162,382,4.8359,12.1843381533842
"17359",-120.43,34.87,26,1699,272,799,266,3.9871,11.9684497729511
"17360",-120.41,34.88,4,3680,559,1678,569,5.0639,12.2145367239423
"17361",-120.4,34.87,10,2197,329,1064,319,4.9766,12.2040706428595
"17363",-120.41,34.87,15,1534,251,761,240,4.9028,12.1735494538246
"17365",-120.42,34.95,33,3404,711,1579,639,3.1078,11.8961449641311
"17366",-120.43,34.95,50,1966,413,985,403,2.3506,11.8211451886396
"17367",-120.43,34.95,43,2020,344,692,310,3.6815,12.1106624607255
"17368",-120.42,34.94,32,2844,551,1337,516,2.7188,11.80335376309
"17369",-120.43,34.93,4,2866,648,1311,578,2.8649,12.136186518066
"17370",-120.43,34.93,10,2980,585,1593,562,3.285,12.293625542538
"17373",-120.42,34.96,20,1678,307,840,316,4.4342,11.9872945517256
"17375",-120.43,34.96,24,1799,470,1416,408,2.0673,11.8270060112765
"17376",-120.42,34.96,31,3518,608,1386,572,3.6212,11.9276806199855
"17379",-120.42,34.97,18,1932,350,1071,346,4.125,11.8479681087818
"17380",-120.41,34.96,16,2299,403,1245,395,4.2125,11.906992528126
"17381",-120.42,34.96,14,2069,343,1240,338,4.5066,11.9170563500653
"17382",-120.38,34.96,9,2813,492,1144,490,4.0431,12.3318238508357
"17383",-120.41,34.96,21,1774,263,724,237,4.65,11.9349198750296
"17385",-120.4,34.95,8,1885,286,835,290,5.0206,12.4722756863048
"17386",-120.47,34.98,6,5762,1115,2551,919,3.0723,11.8299235917561
"17387",-120.44,34.97,22,1619,360,1509,384,1.7941,11.6109592052416
"17388",-120.44,34.97,26,1705,344,1605,307,3.7589,11.6413186797386
"17391",-120.44,34.96,29,2374,562,1617,463,2.6531,11.5926604329891
"17392",-120.44,34.96,30,1685,315,1290,368,3.4722,11.6307085006266
"17393",-120.45,34.96,21,2121,445,2211,463,4.0603,11.6750443144467
"17394",-120.45,34.96,11,1299,280,1158,223,2.5556,11.7691168703306
"17396",-120.44,34.96,34,1248,284,986,272,2.9167,11.5540674083014
"17398",-120.45,34.95,32,1574,447,1772,463,1.8625,11.4097847060507
"17399",-120.44,34.94,24,2481,476,1101,474,3.1576,11.8995474852769
"17402",-120.44,34.93,16,2098,558,1252,492,2.1509,11.1198828768606
"17404",-120.45,34.95,10,2207,644,2232,543,2.375,11.4978118271602
"17407",-120.45,34.94,26,1058,232,891,243,3.6422,11.7002345632752
"17408",-120.45,34.94,24,1702,447,1240,417,2.4091,11.657025808944
"17410",-120.57,34.96,27,1401,294,1306,286,2.5809,11.3290026268093
"17411",-120.57,34.96,38,1145,297,1107,296,2.1776,11.3975146134589
"17413",-120.6,34.91,44,711,140,384,116,2.1094,11.2091140105886
"17414",-120.59,34.7,29,17738,3114,12427,2826,2.7377,10.2506170836313
"17415",-120.48,34.7,26,3069,518,1524,539,4.3162,11.8233470243915
"17418",-120.46,34.64,26,2364,604,1520,529,1.9444,11.7706636610489
"17420",-120.47,34.65,31,1438,320,816,270,2.4583,11.7605664878848
"17421",-120.46,34.64,16,686,217,614,200,0.8106,11.3302038281549
"17422",-120.44,34.64,8,787,126,446,133,4.6023,12.003956461408
"17424",-120.45,34.64,27,2696,622,1322,543,3.0352,11.8159886394603
"17426",-120.46,34.65,10,2143,593,1167,548,2.0819,11.5453926551077
"17428",-120.47,34.65,32,2193,430,1074,377,2.3333,11.7768270087566
"17429",-120.47,34.65,16,2549,428,1486,432,4.2875,11.9230463846146
"17430",-120.45,34.65,27,2253,382,1197,384,3.3203,11.8108053623985
"17431",-120.44,34.65,30,2265,512,1402,471,1.975,11.805595078933
"17434",-120.45,34.65,25,980,276,896,245,2,11.3793940723457
"17435",-120.46,34.63,48,1408,301,682,279,2.9271,11.8954630684347
"17436",-120.46,34.64,37,1697,334,740,272,2.3804,11.9049675527463
"17437",-120.47,34.64,16,1912,406,1009,417,3.4063,11.8350089641393
"17438",-120.45,34.64,17,1226,277,484,224,3.2167,11.6307085006266
"17440",-120.45,34.63,32,1840,309,828,333,4.5486,12.0575726372117
"17441",-120.44,34.66,22,3231,549,1739,581,4.5417,11.86639527796
"17443",-120.46,34.66,5,2904,702,1302,618,3.0081,11.814510442591
"17444",-120.47,34.66,4,3376,525,1684,535,4.9237,12.0233510087149
"17445",-120.39,34.52,40,2162,395,1010,332,2.5667,12.3854732738965
"17447",-120.48,34.65,26,1933,316,1001,319,4.4628,11.8085757070712
"17449",-120.47,34.63,23,2441,463,1392,434,3.7917,11.8649897963513
"17451",-120.45,34.71,21,1868,268,522,255,6.4678,12.4264122695116
"17452",-120.46,34.71,17,2830,430,1035,416,4.9292,12.2414397893675
"17453",-120.47,34.7,24,2387,385,1051,382,4.4595,11.9362304912067
"17454",-120.47,34.71,21,2535,383,1012,368,5.6177,12.1216034889037
"17456",-120.43,34.7,26,2353,389,1420,389,3.87,11.7424486232485
"17457",-120.43,34.69,33,2054,373,1067,358,3.6023,11.7621265506037
"17459",-119.86,34.42,23,1450,642,1258,607,1.179,12.3238556811866
"17460",-119.88,34.4,25,2741,623,2272,624,2.2647,12.2862691875245
"17461",-119.85,34.4,14,2307,650,5723,615,2.1652,10.5320962119585
"17462",-119.88,34.43,14,2472,685,1292,621,3.3026,12.3436583084827
"17464",-119.88,34.43,16,2206,541,1227,554,3.75,12.3153753804206
"17465",-119.88,34.42,22,2367,492,1333,488,3.6304,12.6513992870635
"17466",-119.91,34.4,24,2001,365,1170,330,6.0992,12.5017228876311
"17467",-119.83,34.45,24,2168,373,934,366,5.4197,12.5457540130923
"17468",-119.84,34.44,28,977,162,537,159,4.2404,12.5219776769257
"17469",-119.84,34.45,26,4424,616,1839,601,6.3654,12.7104777014932
"17473",-119.85,34.48,23,1915,277,724,267,6.2987,12.7605323063162
"17475",-119.89,34.44,25,2786,470,1669,462,5.5184,12.4998610364137
"17476",-119.89,34.44,25,3160,507,1514,523,5.0767,12.5106118350484
"17477",-119.92,34.44,17,2143,324,1073,330,6.0321,12.9056987921878
"17478",-120.05,34.47,21,1241,248,746,211,3.8056,12.9598444479066
"17480",-119.86,34.41,24,1576,580,1630,531,1.24,12.6915804613119
"17482",-119.81,34.45,24,3678,567,1554,570,6.5173,12.7188962719588
"17483",-119.81,34.44,23,3172,588,1467,559,4.6806,12.5738358864543
"17484",-119.82,34.45,24,3592,533,1683,528,6.7247,12.7182972902099
"17485",-119.83,34.44,26,1739,402,599,368,3.0875,12.1980404738329
"17486",-119.82,34.44,22,2239,475,1016,434,4.875,12.5960856490794
"17487",-119.81,34.44,14,961,305,662,286,3.2115,12.2370866990593
"17488",-119.82,34.43,15,1482,345,669,379,3.0773,11.6307085006266
"17489",-119.82,34.44,16,1414,463,793,439,3.6034,11.9183905730784
"17490",-119.82,34.44,28,1992,531,1622,509,2.7689,12.3379777164101
"17493",-119.77,34.43,22,2552,443,1066,424,5.1271,12.7440269366844
"17494",-119.77,34.43,28,3318,441,1604,404,9.7821,13.1223653774023
"17495",-119.79,34.4,20,3104,415,1061,380,9.6885,13.1223653774023
"17498",-119.8,34.43,22,2845,500,1456,454,5.6604,12.5296043708757
"17500",-119.78,34.44,28,2864,495,1364,482,4.835,12.7753558388677
"17501",-119.79,34.43,26,3611,563,2089,540,5.1615,12.5288805199573
"17503",-121.89,37.36,37,1525,363,1075,374,2.8971,12.1340394426303
"17506",-121.9,37.36,47,1007,245,581,240,2.9545,12.3779229024568
"17507",-121.9,37.35,52,1034,239,531,223,2.7411,12.3331457280936
"17508",-121.9,37.35,42,2082,626,1396,610,3.25,12.1297314122735
"17510",-121.9,37.34,52,241,69,385,64,2.619,12.2666972673466
"17512",-121.92,37.34,42,2101,524,1212,526,3.6389,12.3850553010586
"17513",-121.92,37.34,52,2584,491,1087,433,4.4,12.8772298081985
"17515",-121.92,37.33,52,2962,557,1215,506,4.7768,12.6151977144698
"17519",-121.91,37.34,35,2189,607,1193,562,2.8042,12.392137188603
"17520",-121.91,37.33,28,454,147,366,140,2.9853,12.1415341243926
"17522",-121.92,37.33,52,2125,382,930,387,5.2831,12.6098696965376
"17523",-121.9,37.33,34,197,44,152,47,4.05,12.2060726455302
"17525",-121.89,37.33,49,658,318,467,316,0.7068,12.2060726455302
"17526",-121.9,37.33,11,1283,390,718,345,4.226,12.0239510687389
"17527",-121.9,37.33,52,1009,231,929,210,2.5,11.9984332807519
"17528",-121.88,37.34,40,1547,625,1493,543,1.2887,12.2666972673466
"17529",-121.89,37.33,6,1495,552,1087,557,2.8798,12.3238556811866
"17532",-121.89,37.34,46,1197,416,898,370,2.1714,12.1579322702022
"17533",-121.89,37.34,20,1106,494,851,448,0.8894,12.7656884334656
"17534",-121.89,37.34,43,1423,467,1013,428,1.6708,12.2268551847127
"17535",-121.88,37.34,52,1390,365,921,352,2.1442,12.1489730534896
"17536",-121.88,37.36,42,2087,402,1342,423,4.2149,12.2010601037066
"17537",-121.88,37.35,49,1728,350,1146,391,3.5781,12.170445467887
"17539",-121.89,37.35,43,1185,296,933,244,2.925,12.0482485603366
"17542",-121.87,37.35,37,1566,375,1223,346,3.2793,12.0696800206246
"17547",-121.87,37.34,39,2479,541,1990,506,2.4306,12.5745279280044
"17548",-121.88,37.34,52,867,232,1264,227,2.6312,12.6211579970153
"17549",-121.87,37.35,27,3500,1036,3019,955,2.9222,11.9427579295267
"17552",-121.86,37.34,29,5274,1625,6234,1639,2.5947,12.0855984920623
"17553",-121.86,37.34,40,2277,508,1718,434,3.0089,12.1291916011942
"17555",-121.88,37.33,35,3300,1154,3120,1075,1.473,12.2718603860682
"17556",-121.87,37.33,37,3137,685,2048,651,3.0156,12.5072877322645
"17557",-121.88,37.33,45,1192,371,1084,345,2.8594,12.2351458930159
"17560",-121.88,37.32,30,1242,338,1438,325,2.6607,12.0394275681212
"17561",-121.88,37.32,40,1331,374,1276,389,2.7546,12.0581525154536
"17563",-121.89,37.32,41,977,265,865,253,3.2317,12.1270294381897
"17565",-121.9,37.31,52,2125,431,1014,443,5.8186,12.5464657568946
"17566",-121.9,37.32,48,1274,313,971,291,3.7738,12.3041063858015
"17567",-121.91,37.32,42,1067,256,608,280,3.0096,12.1051467269402
"17569",-121.93,37.32,52,1460,492,1165,455,2.5833,12.0287386302473
"17570",-121.94,37.33,37,818,269,576,261,2.1902,12.4292161968444
"17572",-121.93,37.32,51,2711,728,1607,724,3,12.1264881661873
"17573",-121.92,37.32,39,836,254,704,272,3.5256,12.1683707783462
"17574",-121.92,37.32,31,1902,554,1485,494,2.4207,12.0173305209333
"17575",-121.92,37.32,28,2089,641,1666,587,2.3633,12.1980404738329
"17578",-121.94,37.31,30,1680,312,858,310,4.0474,12.5443290039449
"17580",-121.93,37.3,16,1111,226,317,199,2.7153,12.3600804580095
"17584",-121.93,37.3,16,2111,485,1285,499,5.0477,12.586219945654
"17586",-121.92,37.31,13,6035,1551,2946,1481,4.0524,12.2732638950705
"17588",-121.92,37.3,36,2088,358,772,347,4.2762,12.6446501050885
"17589",-121.92,37.3,35,1335,296,635,296,3.6053,12.7536158522313
"17591",-121.91,37.31,46,3052,587,1373,590,4.7287,12.7367008965923
"17592",-121.9,37.3,39,3627,666,1531,635,4.537,12.7539049949253
"17593",-121.91,37.3,43,828,151,446,145,4.4375,12.6995486309611
"17594",-121.91,37.3,31,2095,427,829,405,3.6563,12.750429752505
"17595",-121.91,37.3,31,616,131,185,107,3.625,12.4874851049684
